y_pm25,x_aod,sensor_type
29.9,65.0,low-cost sensor
31.6,65.0,low-cost sensor
35.8,61.0,low-cost sensor
41.6,61.0,low-cost sensor
56.4,406.0,low-cost sensor
58.4,406.0,low-cost sensor
85.5,673.0,low-cost sensor
58.5,604.0,low-cost sensor
60.7,604.0,low-cost sensor
67.6,393.0,low-cost sensor
72.3,393.0,low-cost sensor
88.3,609.0,low-cost sensor
79.7,609.0,low-cost sensor
32.6,147.0,low-cost sensor
36.9,147.0,low-cost sensor
57.9,110.0,low-cost sensor
38.5,83.0,low-cost sensor
42.1,83.0,low-cost sensor
48.1,33.0,low-cost sensor
56.9,158.0,low-cost sensor
46.8,447.0,low-cost sensor
27.6,39.0,low-cost sensor
45.0,119.0,low-cost sensor
38.2,220.0,low-cost sensor
49.8,144.0,low-cost sensor
49.6,144.0,low-cost sensor
33.7,84.0,low-cost sensor
32.3,84.0,low-cost sensor
43.2,117.0,low-cost sensor
36.1,117.0,low-cost sensor
50.8,135.0,low-cost sensor
57.2,258.0,low-cost sensor
48.9,114.0,low-cost sensor
40.2,238.0,low-cost sensor
42.3,238.0,low-cost sensor
49.2,219.0,low-cost sensor
38.0,142.0,low-cost sensor
40.9,142.0,low-cost sensor
53.4,201.0,low-cost sensor
50.3,201.0,low-cost sensor
57.7,326.0,low-cost sensor
59.7,326.0,low-cost sensor
55.8,172.0,low-cost sensor
47.7,172.0,low-cost sensor
49.8,176.0,low-cost sensor
41.2,136.0,low-cost sensor
38.0,97.0,low-cost sensor
38.5,97.0,low-cost sensor
40.0,136.0,low-cost sensor
41.8,94.0,low-cost sensor
49.1,168.0,low-cost sensor
19.6,62.0,low-cost sensor
24.7,62.0,low-cost sensor
53.1,184.0,low-cost sensor
119.2,444.0,low-cost sensor
126.0,444.0,low-cost sensor
164.1,1016.0,low-cost sensor
174.5,1016.0,low-cost sensor
299.7,1177.0,low-cost sensor
255.0,1177.0,low-cost sensor
241.7,1218.0,low-cost sensor
264.4,1218.0,low-cost sensor
257.7,961.0,low-cost sensor
52.4,369.0,low-cost sensor
51.7,369.0,low-cost sensor
165.5,270.0,low-cost sensor
230.7,270.0,low-cost sensor
63.4,465.0,low-cost sensor
80.0,465.0,low-cost sensor
173.3,399.0,low-cost sensor
238.6,399.0,low-cost sensor
231.6,399.0,low-cost sensor
44.9,283.0,low-cost sensor
52.4,283.0,low-cost sensor
95.4,272.0,low-cost sensor
147.6,272.0,low-cost sensor
114.8,914.0,low-cost sensor
171.7,914.0,low-cost sensor
208.8,867.0,low-cost sensor
211.5,867.0,low-cost sensor
121.3,554.0,low-cost sensor
142.3,554.0,low-cost sensor
78.7,376.0,low-cost sensor
90.7,376.0,low-cost sensor
102.7,259.0,low-cost sensor
52.3,244.0,low-cost sensor
65.5,178.0,low-cost sensor
68.1,262.0,low-cost sensor
71.7,262.0,low-cost sensor
46.2,303.0,low-cost sensor
50.5,217.0,low-cost sensor
54.3,217.0,low-cost sensor
52.0,334.0,low-cost sensor
54.1,334.0,low-cost sensor
58.2,766.0,low-cost sensor
59.8,766.0,low-cost sensor
60.9,766.0,low-cost sensor
83.6,721.0,low-cost sensor
86.5,721.0,low-cost sensor
47.1,750.0,low-cost sensor
49.8,750.0,low-cost sensor
54.2,750.0,low-cost sensor
92.2,701.0,low-cost sensor
97.8,701.0,low-cost sensor
84.4,926.0,low-cost sensor
98.1,926.0,low-cost sensor
58.0,584.0,low-cost sensor
96.4,1534.0,low-cost sensor
73.8,899.0,low-cost sensor
79.7,899.0,low-cost sensor
55.8,232.0,low-cost sensor
60.2,232.0,low-cost sensor
63.4,684.0,low-cost sensor
59.6,684.0,low-cost sensor
98.8,781.0,low-cost sensor
100.2,781.0,low-cost sensor
51.9,352.0,low-cost sensor
36.6,294.0,low-cost sensor
36.2,294.0,low-cost sensor
173.1,1097.0,low-cost sensor
178.8,1097.0,low-cost sensor
186.3,1639.0,low-cost sensor
197.5,1639.0,low-cost sensor
138.0,1605.0,low-cost sensor
189.3,1539.0,low-cost sensor
187.3,1539.0,low-cost sensor
211.0,1744.0,low-cost sensor
228.5,1744.0,low-cost sensor
270.7,1245.0,low-cost sensor
313.3,1245.0,low-cost sensor
154.3,926.0,low-cost sensor
190.0,926.0,low-cost sensor
101.8,648.0,low-cost sensor
155.0,1338.0,low-cost sensor
92.1,1004.0,low-cost sensor
111.9,1004.0,low-cost sensor
158.0,889.0,low-cost sensor
186.4,889.0,low-cost sensor
97.2,844.0,low-cost sensor
102.6,844.0,low-cost sensor
108.1,844.0,low-cost sensor
134.0,581.0,low-cost sensor
148.7,581.0,low-cost sensor
13.4,220.0,low-cost sensor
12.4,220.0,low-cost sensor
14.4,154.0,low-cost sensor
14.8,154.0,low-cost sensor
18.5,286.0,low-cost sensor
18.1,286.0,low-cost sensor
13.8,188.0,low-cost sensor
14.9,188.0,low-cost sensor
8.4,72.0,low-cost sensor
9.8,72.0,low-cost sensor
6.7,92.0,low-cost sensor
6.8,92.0,low-cost sensor
4.0,340.0,low-cost sensor
3.2,340.0,low-cost sensor
9.1,248.0,low-cost sensor
9.9,248.0,low-cost sensor
6.6,298.0,low-cost sensor
7.3,298.0,low-cost sensor
9.2,170.0,low-cost sensor
11.8,170.0,low-cost sensor
2.9,122.0,low-cost sensor
2.7,122.0,low-cost sensor
4.7,119.0,low-cost sensor
4.1,119.0,low-cost sensor
7.2,119.0,low-cost sensor
2.5,66.0,low-cost sensor
1.8,66.0,low-cost sensor
2.4,49.0,low-cost sensor
3.7,49.0,low-cost sensor
73.7,239.0,low-cost sensor
67.3,239.0,low-cost sensor
24.3,44.0,low-cost sensor
23.0,44.0,low-cost sensor
24.4,40.0,low-cost sensor
23.0,40.0,low-cost sensor
19.2,30.0,low-cost sensor
21.3,30.0,low-cost sensor
24.7,30.0,low-cost sensor
29.4,159.0,low-cost sensor
24.7,159.0,low-cost sensor
28.2,159.0,low-cost sensor
23.9,236.0,low-cost sensor
24.1,236.0,low-cost sensor
22.0,236.0,low-cost sensor
21.8,155.0,low-cost sensor
18.0,155.0,low-cost sensor
15.2,306.0,low-cost sensor
20.2,306.0,low-cost sensor
28.4,172.0,low-cost sensor
28.6,172.0,low-cost sensor
21.6,93.0,low-cost sensor
17.5,93.0,low-cost sensor
20.0,237.0,low-cost sensor
21.0,237.0,low-cost sensor
13.6,126.0,low-cost sensor
16.4,126.0,low-cost sensor
14.7,16.0,low-cost sensor
14.9,16.0,low-cost sensor
11.6,116.0,low-cost sensor
17.0,116.0,low-cost sensor
19.7,53.0,low-cost sensor
15.1,53.0,low-cost sensor
14.1,0.0,low-cost sensor
16.1,0.0,low-cost sensor
18.0,0.0,low-cost sensor
22.4,0.0,low-cost sensor
12.6,39.0,low-cost sensor
12.4,39.0,low-cost sensor
10.3,98.0,low-cost sensor
10.8,98.0,low-cost sensor
6.5,141.0,low-cost sensor
8.9,141.0,low-cost sensor
9.8,141.0,low-cost sensor
20.2,80.0,low-cost sensor
17.4,80.0,low-cost sensor
22.6,290.0,low-cost sensor
19.7,290.0,low-cost sensor
16.1,180.0,low-cost sensor
15.8,180.0,low-cost sensor
16.8,121.0,low-cost sensor
18.0,121.0,low-cost sensor
18.1,216.0,low-cost sensor
8.6,78.0,low-cost sensor
10.9,78.0,low-cost sensor
8.6,127.0,low-cost sensor
10.2,77.0,low-cost sensor
8.0,77.0,low-cost sensor
10.0,159.0,low-cost sensor
10.1,159.0,low-cost sensor
10.7,44.0,low-cost sensor
6.7,168.0,low-cost sensor
8.5,168.0,low-cost sensor
4.1,120.0,low-cost sensor
4.7,120.0,low-cost sensor
20.5,170.0,low-cost sensor
22.7,170.0,low-cost sensor
23.2,146.0,low-cost sensor
24.3,146.0,low-cost sensor
28.1,237.0,low-cost sensor
26.2,237.0,low-cost sensor
29.1,210.0,low-cost sensor
29.7,210.0,low-cost sensor
30.4,300.0,low-cost sensor
27.6,300.0,low-cost sensor
27.0,220.0,low-cost sensor
26.8,220.0,low-cost sensor
31.9,226.0,low-cost sensor
30.0,226.0,low-cost sensor
30.7,226.0,low-cost sensor
24.4,233.0,low-cost sensor
23.7,233.0,low-cost sensor
24.5,201.0,low-cost sensor
27.9,201.0,low-cost sensor
28.6,201.0,low-cost sensor
24.2,156.0,low-cost sensor
28.2,249.0,low-cost sensor
26.1,249.0,low-cost sensor
17.6,266.0,low-cost sensor
16.5,266.0,low-cost sensor
12.6,125.0,low-cost sensor
18.7,125.0,low-cost sensor
21.5,142.0,low-cost sensor
22.9,142.0,low-cost sensor
12.7,225.0,low-cost sensor
17.3,225.0,low-cost sensor
21.5,259.0,low-cost sensor
22.2,259.0,low-cost sensor
17.4,224.0,low-cost sensor
21.8,224.0,low-cost sensor
32.3,242.0,low-cost sensor
23.5,242.0,low-cost sensor
24.0,189.0,low-cost sensor
20.2,189.0,low-cost sensor
20.0,173.0,low-cost sensor
22.6,173.0,low-cost sensor
29.5,310.0,low-cost sensor
27.9,310.0,low-cost sensor
36.1,368.0,low-cost sensor
33.6,368.0,low-cost sensor
30.7,422.0,low-cost sensor
28.3,422.0,low-cost sensor
25.6,422.0,low-cost sensor
19.6,327.0,low-cost sensor
16.5,327.0,low-cost sensor
7.8,90.0,low-cost sensor
8.7,90.0,low-cost sensor
18.4,146.0,low-cost sensor
18.7,146.0,low-cost sensor
8.3,123.0,low-cost sensor
12.3,123.0,low-cost sensor
15.7,198.0,low-cost sensor
20.5,198.0,low-cost sensor
18.5,185.0,low-cost sensor
22.7,185.0,low-cost sensor
24.6,297.0,low-cost sensor
22.3,297.0,low-cost sensor
12.6,193.0,low-cost sensor
12.4,193.0,low-cost sensor
13.4,150.0,low-cost sensor
14.0,48.0,low-cost sensor
17.2,48.0,low-cost sensor
26.3,195.0,low-cost sensor
24.2,195.0,low-cost sensor
1.9,235.0,low-cost sensor
1.8,235.0,low-cost sensor
3.7,309.0,low-cost sensor
3.8,309.0,low-cost sensor
3.6,387.0,low-cost sensor
6.2,387.0,low-cost sensor
6.1,368.0,low-cost sensor
7.6,174.0,low-cost sensor
6.1,174.0,low-cost sensor
9.2,162.0,low-cost sensor
8.9,162.0,low-cost sensor
4.7,158.0,low-cost sensor
4.8,158.0,low-cost sensor
22.0,214.0,low-cost sensor
20.0,214.0,low-cost sensor
10.7,144.0,low-cost sensor
10.4,144.0,low-cost sensor
13.3,248.0,low-cost sensor
13.9,248.0,low-cost sensor
29.7,412.0,low-cost sensor
35.2,590.0,low-cost sensor
37.3,590.0,low-cost sensor
23.5,273.0,low-cost sensor
23.8,273.0,low-cost sensor
16.8,193.0,low-cost sensor
16.8,193.0,low-cost sensor
14.6,54.0,low-cost sensor
16.8,54.0,low-cost sensor
11.4,66.0,low-cost sensor
11.1,66.0,low-cost sensor
14.9,148.0,low-cost sensor
13.9,148.0,low-cost sensor
13.7,129.0,low-cost sensor
17.7,129.0,low-cost sensor
18.2,109.0,low-cost sensor
19.5,109.0,low-cost sensor
25.1,240.0,low-cost sensor
21.7,227.0,low-cost sensor
17.2,227.0,low-cost sensor
24.6,399.0,low-cost sensor
22.5,399.0,low-cost sensor
19.9,100.0,low-cost sensor
17.5,210.0,low-cost sensor
17.6,210.0,low-cost sensor
17.9,96.0,low-cost sensor
18.9,96.0,low-cost sensor
19.7,172.0,low-cost sensor
20.7,172.0,low-cost sensor
20.0,151.0,low-cost sensor
20.6,151.0,low-cost sensor
21.6,151.0,low-cost sensor
20.6,85.0,low-cost sensor
22.2,85.0,low-cost sensor
22.4,85.0,low-cost sensor
21.4,214.0,low-cost sensor
21.1,214.0,low-cost sensor
23.2,266.0,low-cost sensor
26.3,266.0,low-cost sensor
21.9,407.0,low-cost sensor
24.2,407.0,low-cost sensor
20.0,269.0,low-cost sensor
18.7,269.0,low-cost sensor
21.5,218.0,low-cost sensor
21.2,218.0,low-cost sensor
17.0,252.0,low-cost sensor
18.1,252.0,low-cost sensor
21.4,165.0,low-cost sensor
15.8,243.0,low-cost sensor
19.6,243.0,low-cost sensor
12.6,158.0,low-cost sensor
15.8,158.0,low-cost sensor
21.7,116.0,low-cost sensor
23.5,116.0,low-cost sensor
13.9,92.0,low-cost sensor
17.5,92.0,low-cost sensor
20.4,145.0,low-cost sensor
22.0,145.0,low-cost sensor
46.4,514.0,low-cost sensor
48.6,514.0,low-cost sensor
52.5,590.0,low-cost sensor
46.7,463.0,low-cost sensor
46.6,463.0,low-cost sensor
34.7,102.0,low-cost sensor
35.6,102.0,low-cost sensor
46.2,80.0,low-cost sensor
33.3,71.0,low-cost sensor
38.4,71.0,low-cost sensor
40.1,180.0,low-cost sensor
37.6,212.0,low-cost sensor
29.9,209.0,low-cost sensor
24.6,53.0,low-cost sensor
26.9,24.0,low-cost sensor
38.8,189.0,low-cost sensor
30.7,100.0,low-cost sensor
31.8,100.0,low-cost sensor
27.3,47.0,low-cost sensor
28.7,47.0,low-cost sensor
27.0,63.0,low-cost sensor
22.8,63.0,low-cost sensor
32.6,152.0,low-cost sensor
33.9,156.0,low-cost sensor
39.6,172.0,low-cost sensor
35.2,197.0,low-cost sensor
34.5,197.0,low-cost sensor
35.2,187.0,low-cost sensor
33.3,135.0,low-cost sensor
34.8,135.0,low-cost sensor
35.3,160.0,low-cost sensor
31.2,160.0,low-cost sensor
34.4,288.0,low-cost sensor
31.3,288.0,low-cost sensor
38.3,276.0,low-cost sensor
35.8,177.0,low-cost sensor
35.4,177.0,low-cost sensor
35.3,146.0,low-cost sensor
33.6,146.0,low-cost sensor
30.3,149.0,low-cost sensor
28.5,77.0,low-cost sensor
27.1,77.0,low-cost sensor
24.2,159.0,low-cost sensor
29.2,41.0,low-cost sensor
28.9,112.0,low-cost sensor
11.5,38.0,low-cost sensor
13.2,38.0,low-cost sensor
66.9,377.0,low-cost sensor
75.4,377.0,low-cost sensor
137.8,1321.0,low-cost sensor
144.4,1321.0,low-cost sensor
187.7,1282.0,low-cost sensor
159.6,1282.0,low-cost sensor
205.8,1159.0,low-cost sensor
236.0,1159.0,low-cost sensor
186.0,973.0,low-cost sensor
45.7,364.0,low-cost sensor
48.7,364.0,low-cost sensor
189.6,330.0,low-cost sensor
202.1,330.0,low-cost sensor
135.8,386.0,low-cost sensor
194.5,386.0,low-cost sensor
151.7,386.0,low-cost sensor
49.1,266.0,low-cost sensor
51.5,266.0,low-cost sensor
107.1,217.0,low-cost sensor
138.7,217.0,low-cost sensor
113.3,868.0,low-cost sensor
149.8,868.0,low-cost sensor
150.0,855.0,low-cost sensor
146.5,855.0,low-cost sensor
77.3,663.0,low-cost sensor
78.7,663.0,low-cost sensor
75.0,278.0,low-cost sensor
55.4,124.0,low-cost sensor
41.9,349.0,low-cost sensor
41.5,349.0,low-cost sensor
48.6,202.0,low-cost sensor
53.7,202.0,low-cost sensor
44.4,265.0,low-cost sensor
47.6,325.0,low-cost sensor
43.1,325.0,low-cost sensor
37.4,335.0,low-cost sensor
37.9,335.0,low-cost sensor
53.5,597.0,low-cost sensor
65.6,597.0,low-cost sensor
83.5,1030.0,low-cost sensor
71.7,1030.0,low-cost sensor
87.0,789.0,low-cost sensor
93.6,789.0,low-cost sensor
53.3,518.0,low-cost sensor
46.0,165.0,low-cost sensor
46.4,165.0,low-cost sensor
44.6,681.0,low-cost sensor
46.7,681.0,low-cost sensor
73.0,935.0,low-cost sensor
64.8,935.0,low-cost sensor
43.1,434.0,low-cost sensor
44.9,875.0,low-cost sensor
55.9,875.0,low-cost sensor
68.5,875.0,low-cost sensor
29.9,413.0,low-cost sensor
29.4,413.0,low-cost sensor
145.5,1359.0,low-cost sensor
152.7,1359.0,low-cost sensor
174.1,1835.0,low-cost sensor
181.6,1835.0,low-cost sensor
108.5,1361.0,low-cost sensor
162.5,1685.0,low-cost sensor
184.6,1685.0,low-cost sensor
231.8,1412.0,low-cost sensor
277.4,1412.0,low-cost sensor
151.2,998.0,low-cost sensor
184.3,998.0,low-cost sensor
91.1,1212.0,low-cost sensor
106.9,1212.0,low-cost sensor
128.9,1566.0,low-cost sensor
92.3,1020.0,low-cost sensor
96.5,1020.0,low-cost sensor
113.5,758.0,low-cost sensor
120.1,758.0,low-cost sensor
86.3,1170.0,low-cost sensor
81.0,1170.0,low-cost sensor
82.4,1170.0,low-cost sensor
113.3,584.0,low-cost sensor
153.5,584.0,low-cost sensor
10.5,93.0,low-cost sensor
10.2,93.0,low-cost sensor
8.5,99.0,low-cost sensor
7.9,99.0,low-cost sensor
5.0,184.0,low-cost sensor
7.5,184.0,low-cost sensor
7.0,81.0,low-cost sensor
3.0,81.0,low-cost sensor
19.9,31.0,low-cost sensor
21.0,31.0,low-cost sensor
24.1,65.0,low-cost sensor
28.8,65.0,low-cost sensor
28.6,63.0,low-cost sensor
35.5,63.0,low-cost sensor
158.6,63.0,low-cost sensor
29.8,208.0,low-cost sensor
21.2,208.0,low-cost sensor
13.4,114.0,low-cost sensor
14.1,114.0,low-cost sensor
7.3,28.0,low-cost sensor
10.3,28.0,low-cost sensor
12.8,80.0,low-cost sensor
12.7,80.0,low-cost sensor
8.6,172.0,low-cost sensor
16.0,172.0,low-cost sensor
13.7,191.0,low-cost sensor
21.8,191.0,low-cost sensor
14.4,119.0,low-cost sensor
17.0,119.0,low-cost sensor
19.9,207.0,low-cost sensor
17.4,207.0,low-cost sensor
9.0,230.0,low-cost sensor
9.2,230.0,low-cost sensor
8.9,179.0,low-cost sensor
15.9,113.0,low-cost sensor
15.6,113.0,low-cost sensor
27.7,149.0,low-cost sensor
40.8,149.0,low-cost sensor
16.0,51.0,low-cost sensor
15.9,51.0,low-cost sensor
24.8,299.0,low-cost sensor
21.8,299.0,low-cost sensor
26.0,180.0,low-cost sensor
7.6,92.0,low-cost sensor
7.9,92.0,low-cost sensor
14.9,83.0,low-cost sensor
12.8,83.0,low-cost sensor
7.0,160.0,low-cost sensor
14.2,160.0,low-cost sensor
14.5,366.0,low-cost sensor
16.1,366.0,low-cost sensor
3.9,99.0,low-cost sensor
6.2,99.0,low-cost sensor
2.3,385.0,low-cost sensor
2.4,385.0,low-cost sensor
4.4,143.0,low-cost sensor
26.4,278.0,low-cost sensor
24.8,278.0,low-cost sensor
6.3,289.0,low-cost sensor
10.6,24.0,low-cost sensor
11.6,24.0,low-cost sensor
32.4,120.0,low-cost sensor
31.4,120.0,low-cost sensor
34.8,154.0,low-cost sensor
36.2,154.0,low-cost sensor
38.7,325.0,low-cost sensor
48.4,325.0,low-cost sensor
32.4,148.0,low-cost sensor
25.5,66.0,low-cost sensor
35.0,59.0,low-cost sensor
13.5,24.0,low-cost sensor
40.7,95.0,low-cost sensor
6.2,40.0,low-cost sensor
7.2,40.0,low-cost sensor
10.1,45.0,low-cost sensor
19.8,45.0,low-cost sensor
12.9,260.0,low-cost sensor
14.0,260.0,low-cost sensor
14.1,233.0,low-cost sensor
12.2,233.0,low-cost sensor
15.2,258.0,low-cost sensor
14.4,258.0,low-cost sensor
14.2,194.0,low-cost sensor
14.8,194.0,low-cost sensor
7.2,87.0,low-cost sensor
7.1,87.0,low-cost sensor
6.4,124.0,low-cost sensor
5.6,124.0,low-cost sensor
17.4,198.0,low-cost sensor
17.8,198.0,low-cost sensor
6.8,291.0,low-cost sensor
6.5,291.0,low-cost sensor
8.4,229.0,low-cost sensor
10.2,229.0,low-cost sensor
3.0,86.0,low-cost sensor
2.3,86.0,low-cost sensor
2.7,129.0,low-cost sensor
3.7,129.0,low-cost sensor
4.3,129.0,low-cost sensor
2.0,92.0,low-cost sensor
1.6,92.0,low-cost sensor
1.0,28.0,low-cost sensor
2.2,28.0,low-cost sensor
24.6,143.0,low-cost sensor
25.5,143.0,low-cost sensor
20.9,28.0,low-cost sensor
19.3,28.0,low-cost sensor
22.0,81.0,low-cost sensor
20.6,81.0,low-cost sensor
16.9,37.0,low-cost sensor
18.5,37.0,low-cost sensor
21.6,37.0,low-cost sensor
22.9,114.0,low-cost sensor
22.8,114.0,low-cost sensor
21.7,114.0,low-cost sensor
21.1,280.0,low-cost sensor
19.8,280.0,low-cost sensor
17.6,280.0,low-cost sensor
16.9,174.0,low-cost sensor
17.6,174.0,low-cost sensor
19.7,176.0,low-cost sensor
22.3,176.0,low-cost sensor
20.2,174.0,low-cost sensor
22.4,174.0,low-cost sensor
21.0,235.0,low-cost sensor
23.0,235.0,low-cost sensor
13.8,174.0,low-cost sensor
14.0,174.0,low-cost sensor
9.0,23.0,low-cost sensor
8.6,23.0,low-cost sensor
12.0,24.0,low-cost sensor
14.9,24.0,low-cost sensor
12.2,104.0,low-cost sensor
10.9,104.0,low-cost sensor
9.7,69.0,low-cost sensor
11.4,69.0,low-cost sensor
7.6,7.0,low-cost sensor
10.1,7.0,low-cost sensor
10.6,30.0,low-cost sensor
11.8,30.0,low-cost sensor
9.6,104.0,low-cost sensor
9.3,104.0,low-cost sensor
10.7,117.0,low-cost sensor
7.4,117.0,low-cost sensor
13.9,161.0,low-cost sensor
9.7,161.0,low-cost sensor
10.4,44.0,low-cost sensor
12.7,44.0,low-cost sensor
15.5,166.0,low-cost sensor
21.2,208.0,low-cost sensor
18.5,208.0,low-cost sensor
10.9,111.0,low-cost sensor
12.7,111.0,low-cost sensor
6.9,160.0,low-cost sensor
10.6,97.0,low-cost sensor
8.3,97.0,low-cost sensor
8.3,137.0,low-cost sensor
7.3,137.0,low-cost sensor
8.0,86.0,low-cost sensor
7.1,174.0,low-cost sensor
6.3,174.0,low-cost sensor
2.2,119.0,low-cost sensor
1.8,119.0,low-cost sensor
21.4,108.0,low-cost sensor
25.7,108.0,low-cost sensor
25.6,138.0,low-cost sensor
26.0,138.0,low-cost sensor
24.5,139.0,low-cost sensor
25.2,139.0,low-cost sensor
27.7,165.0,low-cost sensor
26.4,165.0,low-cost sensor
30.6,176.0,low-cost sensor
31.2,186.0,low-cost sensor
33.2,186.0,low-cost sensor
30.0,184.0,low-cost sensor
28.9,184.0,low-cost sensor
28.9,118.0,low-cost sensor
28.6,118.0,low-cost sensor
29.5,161.0,low-cost sensor
28.4,161.0,low-cost sensor
27.2,161.0,low-cost sensor
25.0,205.0,low-cost sensor
25.1,205.0,low-cost sensor
26.0,175.0,low-cost sensor
25.9,175.0,low-cost sensor
28.9,175.0,low-cost sensor
25.4,79.0,low-cost sensor
28.8,131.0,low-cost sensor
28.4,131.0,low-cost sensor
15.9,157.0,low-cost sensor
17.5,157.0,low-cost sensor
22.0,99.0,low-cost sensor
21.9,99.0,low-cost sensor
18.6,153.0,low-cost sensor
22.1,153.0,low-cost sensor
25.7,186.0,low-cost sensor
23.6,186.0,low-cost sensor
23.6,181.0,low-cost sensor
27.3,181.0,low-cost sensor
26.0,216.0,low-cost sensor
24.2,216.0,low-cost sensor
25.2,142.0,low-cost sensor
21.6,142.0,low-cost sensor
21.9,236.0,low-cost sensor
21.5,236.0,low-cost sensor
22.0,79.0,low-cost sensor
24.9,79.0,low-cost sensor
30.9,237.0,low-cost sensor
28.4,237.0,low-cost sensor
31.9,357.0,low-cost sensor
29.4,357.0,low-cost sensor
27.1,357.0,low-cost sensor
17.7,265.0,low-cost sensor
14.3,265.0,low-cost sensor
8.9,87.0,low-cost sensor
8.8,87.0,low-cost sensor
15.2,205.0,low-cost sensor
17.2,205.0,low-cost sensor
24.0,156.0,low-cost sensor
25.3,156.0,low-cost sensor
15.4,141.0,low-cost sensor
13.3,103.0,low-cost sensor
14.4,103.0,low-cost sensor
24.2,174.0,low-cost sensor
22.9,174.0,low-cost sensor
7.0,224.0,low-cost sensor
6.2,224.0,low-cost sensor
5.8,109.0,low-cost sensor
3.9,109.0,low-cost sensor
1.6,204.0,low-cost sensor
7.7,204.0,low-cost sensor
8.2,296.0,low-cost sensor
17.0,244.0,low-cost sensor
14.6,165.0,low-cost sensor
11.2,165.0,low-cost sensor
15.8,228.0,low-cost sensor
16.6,228.0,low-cost sensor
18.7,210.0,low-cost sensor
18.0,210.0,low-cost sensor
